CATCHID,SINUOSITY.x,STRM_DENS.x,ELEVCM_MEA.x,SLP_PERC.x,MEAN_RCHRG.x,MEAN_IEOF.x,RF30_MEAN.x,NHDAREAWTMAP.x,NHDAREAWTMAT.x,NHDMAXELEVSMO.x,NHDMINELEVSMO.x,NHDSLOPE.x,L_POPDENS,SO.x,OrgMatter_WA.x,CaCO3_WA.x,SurfText_Maj.x,NLCD_CN.x,DENS_RD_XING.x,DENS_FishBarrier.x,DENS_L_TRI.x,StorageRatio.x,BFI_MEAN.y,SINUOSITY.y,STRM_DENS.y,ELEVCM_MEA.y,SLP_PERC.y,MEAN_RCHRG.y,MEAN_IEOF.y,SATOF_MEAN.y,NHDAREAWTMAP.y,NHDAREAWTMAT.y,NHDMAXELEVSMO.y,NHDSLOPE.y,N_POPDENSC,Silt_WA.y,OrgMatter_WA.y,KfactWS_WA.y,EC_WA.y,Dep2WatTbl_WA.y,CaCO3_WA.y,SurfText_Maj.y,NLCD_CN.y,DENS_RD_XING.y,DENS_DamCount.y,DENS_L_TRI.y,DENS_L_NPDES.y,DENS_L_CERC.y,StorageRatio.y,NHDCUMDRAINAG.x,PCT_ADRAIN.x,PCT_ADRAIN.y,Dom_SGEOL.x,Dom_SGEOL.y,sedrisk.x,PCT_IRRIG.x,PCT_IRRIG.y,basf_PC.x,frccMN.x,is_PC.x,prcp_PC.x,runo_PC.x,snwe_PC.x,fireMN.x,TotalUse,tave_PC.x,tmax_PC.x,tmin_PC.x,Pct2006NatLC.x,Pct2006AgrLC.x,ARAPct2006NatLC.x,Pct2006NatLC.y,Pct2006UrbLC.y,Pct2006AgrLC.y,ARAPct2006NatLC.y,ARAPct2006AgrLC.y,L_ROADDENS,N_ROADDENS,Ksat_WA,WQRegion,PSARegion,LgFldFlow_p.x,SmFldDur_p.x,SmFldDate_p.x,SmFldFreq.x,HiFall_p.x,CRAM_Overall_Score.x,CSCI.x,N_SUMMER,pH_SUMMER.x,SpecCond_SUMMER.x,TEMP_SUMMER.x,TURB_SUMMER.x,PHAB.MMI.Score
8268415,1.04037,0.001754186,878.18,43.06,217.5,6,1247,1310.769,140.7432,918.15,688.57,0.14669,1.005,1,1.23,0,gravelly loam,77.94586312,0,0,0,0,35,1.04037,0.001754186,878.18,43.06,217.5,6,4,1310.769,140.7432,918.15,0.14669,1.005,35.4,1.23,0.2,0.1,201,0,gravelly loam,77.94586312,0,0,0,0,0,0,0.892,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,40.04025099,0,0,62.83526112,1.223529412,0,33.60871187,28.07947364,0,1.303299883,0,0.009172144,0.010029163,0.008264661,0.993871298,0,1,0.993871298,0.006128703,0,1,0,187.23,187.23,8.785,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8268417,1.11458,0.001220802,763.06,42.96,216.5,6,1253.89,1230.75106,141.92344,688.57,546.36,0.1185,2.3727,2,1.23,0,gravelly loam,78.0375802,0,0,0,0,35,1.058244287,0.001165804,845.3010839,40.89337848,219.3048188,6,4,1249.805386,141.353671,918.15,0.132675649,1.614,35.4,1.23,0.2,0.1,201,0,gravelly loam,78.11251469,0,0,0,0,0,0,3.75,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,37.42731141,0,0,62.77587136,1.33,0,34.03322327,26.20983133,0,1.301513678,0,0.009169385,0.009992268,0.00829783,0.996333639,0,1,0.974999403,0.025000598,0,0.996815286,0,142.16,2943.45,8.785,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8268419,1.14647,0.001250979,283.07,16.85,194.4,9.71,1018.98,1009.979,147.3743,627.95,179.17,0.09749,934.0416,1,1.566561236,0,gravelly loam,66.12771938,3.530239349,0,0,0,35.24,1.14647,0.001250979,283.07,16.85,194.4,9.71,4.32,1009.979,147.3743,627.95,0.09749,934.042,33.97356008,1.566561236,0.229274366,0.536599576,132.1909753,0,gravelly loam,66.12771938,3.530239349,0,0,0,0,0,3.679,0.000783778,0.000783778,PCT_SGEOL_45.x,PCT_SGEOL_45.y,7.340737047,0.017551253,0.017551253,62.41133371,2.046153846,0,36.71238347,12.44927928,0,1.266540533,0.50438692,0.009143838,0.009658985,0.008595029,0.32657052,0.04204351,0.349032258,0.32657052,0.63138597,0.04204351,0.349032258,0.110967742,29387.38,29387.38,6.726182109,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8268421,1.28311,0.001964928,187.64,1.14,200.6,10,886.28,1070.08206,145.72362,203.48,177.95,0.00682,381.6567,1,1.504859307,0,gravelly loam,71.27246924,9.452734861,7.352127114,0,0,35.9594384,1.223192962,0.001232208,449.0980069,28.61840479,193.9134913,8.867717008,4.064176817,1097.660678,144.9519602,782.99,0.071962612,284.044,33.44608615,1.572347728,0.226931043,0.301133614,161.4964718,0,gravelly loam,62.60313974,3.223725003,0,0,0,0,0,6.827,0.000433061,0.000120837,PCT_SGEOL_45.x,PCT_SGEOL_45.y,0.905236452,0.062245839,0.017368434,62.2849092,NA,0,36.88880643,13.33824658,0,1.263759124,0.125690279,0.009144241,0.009633482,0.008623318,0,0.132450331,0,0.664969484,0.298072947,0.036957568,0.391692413,0.091314796,23228.41,29187.11,14.10966877,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8268423,1.3043,0.003059229,179.22,0.49,200.1,10,869,1052.94904,146.518,179.17,177.95,0.00283,79,2,1.44,0,sandy loam,81.38709677,7.106125075,7.106125075,0,0,34.74531548,1.107972535,0.001027362,403.3251916,30.32146851,189.8539016,8.678039368,4.52097019,1070.474989,146.1644523,718.1,0.088992482,492.715,33.79920923,1.633392366,0.230856918,0.255172235,168.1765937,0,gravelly loam,62.66966229,2.961237505,0,0,0,0,0,10.81,0.002929997,0.000362478,PCT_SGEOL_45.x,PCT_SGEOL_45.y,2.68456594,0.144618457,0.008919695,62.2109926,NA,0,36.95287836,14.63490917,0,1.270428252,0.117597962,0.009146259,0.009639057,0.008621614,0,0.464516129,0,0.658314107,0.320560883,0.021125009,0.456064534,0.073753961,1489.28,44772.9,26.7455,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8268425,1.39332,0.00181213,740.16,36.61,188.6,8,1145.31,1169.086,142.9679,782.99,529.57,0.16391,12.2384,1,1.6,0,gravelly loam,58.35827187,0,0,0,0,36,1.39332,0.00181213,740.16,36.61,188.6,8,4,1169.086,142.9679,782.99,0.16391,12.238,33.6,1.6,0.2,0,201,0,gravelly loam,58.35827187,0,0,0,0,0,0,0.853,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,23.22208066,0,0,62.7777075,2.214285714,0,36.26403575,9.661039512,0,1.280973688,0,0.009140474,0.009707432,0.008535757,0.981032665,0,0.97767857,0.981032665,0.018967334,0,0.97767857,0,0,0,5.5814,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8268427,1.145,0.000879762,192.44,7.12,204.9,10,869,1126.88848,141.0775,181.29,177.57,0.00121,104.0759,5,1.440397607,0,sandy loam,80.40639504,0.287205384,1.436026919,0,0,36.6852363,1.161887499,0.000947273,463.7883961,27.50833933,188.2935927,7.265901636,5.258955136,1155.740787,139.9441197,1083.21,0.068705432,20.609,33.16491042,1.519637474,0.277197194,0.518617162,172.4749307,0,gravelly loam,69.51831743,0.536267366,0.007448158,0.008937789,0,0,0.792263809,671.306,0.003730247,0.00161843,PCT_SGEOL_45.x,PCT_SGEOL_45.y,21.66070447,0.114009336,0.021769445,62.21940382,2.115942029,0,36.83320343,14.84564362,0,1.270557972,0.469413466,0.009146954,0.009649282,0.008612629,0.149303765,0.453842187,0.145114942,0.87692886,0.072758649,0.050312491,0.822176819,0.086690039,17255.98,1217781.12,26.66803866,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,0.142,7.81,180,15.61,8.59,NA
8268429,1.04373,0.008282971,177.9,0.67,203.9,10,869,1059.40466,146.21556,177.95,177.57,0.00141,79,2,1.44,0,sandy loam,83.7631579,0,0,0,0,35.21544786,1.156056688,0.001119959,420.5918814,29.60849852,191.4483978,8.753773861,4.34722706,1080.957854,145.6960918,782.99,0.080570679,411.339,33.6562894,1.609448737,0.229598121,0.274310788,165.4006644,0,gravelly loam,62.68307165,3.057160864,0,0,0,0,0,17.669,0,0.000268446,PCT_SGEOL_45.x,PCT_SGEOL_45.y,5.360029505,0.122913038,0.01239529,62.20207849,NA,0,36.91834574,15.1097498,0,1.271609664,0.131648359,0.009146845,0.00964247,0.008619316,0.052631579,0.842105263,0.028571429,0.659762438,0.311473306,0.028764269,0.424520954,0.086150491,38.51,73998.52,26.7455,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8268431,1,0.05247119,177.57,0,203,10,869,1125.15759,141.20928,177.57,177.56,0.00021,79,5,1.44,0,sandy loam,85,0,0,0,0,36.64755251,1.161700059,0.000951768,462.6805749,27.56214606,188.3744929,7.304277922,5.235581747,1153.823506,140.0915871,1083.21,0.069058353,30.629,33.17750437,1.521939899,0.275976998,0.512354405,172.2934217,0,gravelly loam,69.34189227,0.600895876,0.007257197,0.008708636,0,0,0.767281507,688.976,0,0.001583818,PCT_SGEOL_45.x,PCT_SGEOL_45.y,4.17989,0,0.021529087,62.21347198,1,0,36.85738239,15.41107427,0,1.272304416,0,0.009147275,0.009649312,0.008613042,0,1,0,0.871360127,0.078878582,0.049761291,0.809905758,0.086677784,0,1291779.64,26.7455,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8268433,1.06404,0.00051003,858.65,37.26,222.5,6,1247,1217.40096,141.79952,746.1,688.57,0.09234,1.6758,1,1.23,0,gravelly loam,78.38450185,0,0,0,0,35,1.033614332,0.00085788,872.7015758,38.78484198,221.6276648,6,4,1230.842962,141.3454102,897.13,0.129616805,1.507,35.4,1.23,0.2,0.1,201,0,gravelly loam,78.23076519,0,0,0,0,0,0,1.875,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,22.5733903,0,0,62.74485855,1.333333333,0,33.51074101,29.54392786,0,1.293982238,0,0.00916986,0.009971761,0.0083204,0.943911439,0,0.999999999,0.954890566,0.045109434,0,0.991752577,0,2155.55,2614.06,8.785,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8268435,1.2558,0.001287505,730.29,35.74,177.2,3.82,1195.15,1213.609,141.7943,816.43,431.95,0.13073,2.918,1,1.16,0,gravelly loam,59.34528972,0.438177457,0.438177457,0,0,34.87,1.2558,0.001287505,730.29,35.74,177.2,3.82,3.3,1213.609,141.7943,816.43,0.13073,2.918,30.1,1.16,0.32,0,201,0,gravelly loam,59.34528972,0.438177457,0,0,0,0,0,2.284,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,32.07032325,0,0,63.09959787,2.017467249,0,35.88819822,7.35894475,0,1.296621546,0,0.009137723,0.009758378,0.008475154,0.995664171,0,0.993181818,0.995664171,0.00433583,0,0.993181818,0,1030.46,1030.46,21.1621,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8268437,1.09166,0.000663747,231.73,13.1,209.1,7.07,1004.31,1149.0588,144.34028,207.27,179.97,0.00958,8.3586,2,1.445988126,0,sandy loam,78.59076601,0.466142985,0.466142985,0,0,35.53786028,1.1428817,0.000947846,575.8541897,36.51649342,208.8597484,6.831664792,4.082392753,1205.1215,142.9965325,889.09,0.080056703,3.684,34.68663263,1.292328859,0.226010918,0.314512118,169.3357451,0,gravelly loam,78.1908185,0.15570326,0,0,0,0,0,19.261,0.002354451,0.000524296,PCT_SGEOL_45.x,PCT_SGEOL_45.y,44.88155049,0.115507015,0.026429499,62.37455777,1.698863636,0,36.04083939,18.38111064,0,1.280235092,0.462852813,0.009153404,0.009746043,0.008524034,0.403567681,0.369359916,0.203791468,0.865453425,0.052296357,0.082250218,0.840204306,0.10324699,13646.24,20910.13,17.96186206,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8268439,1.09665,0.001717852,184.13,2.98,204.4,10,869,1154.82512,144.05953,179.97,177.56,0.00296,62.9487,3,1.44,0,sandy loam,79.92,4.216790958,2.108395479,0,0,35.0088303,1.117400302,0.001057209,607.9948872,36.52538717,213.0969157,6.651634453,4.115210532,1198.486125,142.9938067,940.05,0.092403662,4.351,34.75305036,1.307828532,0.225032001,0.351828399,164.2931693,0,gravelly loam,74.87735395,0.446555114,0.044655511,0,0,0,0.006938158,44.785,0,0.000340629,PCT_SGEOL_45.x,PCT_SGEOL_45.y,6.80432608,0.096661921,0.019718853,62.25401487,NA,0,36.63264707,16.31894492,0,1.27420193,0.045356156,0.009148892,0.009673366,0.008591048,0.190476191,0.384761905,0.166666667,0.86782232,0.060075929,0.072101749,0.802639047,0.10180193,2937.3,57889.47,26.7455,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8268441,1.01439,0.001506923,898.92,41.63,220,6,1247,1255.924,140.4981,897.13,746.1,0.15317,1.1912,1,1.23,0,gravelly loam,77.94391245,0,0,0,0,35,1.01439,0.001506923,898.92,41.63,220,6,4,1255.924,140.4981,897.13,0.15317,1.191,35.4,1.23,0.2,0.1,201,0,gravelly loam,77.94391245,0,0,0,0,0,0,0.654,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,38.3090572,0,0,62.8030808,1.078125,0,33.4066437,29.54118933,0,1.298526119,0,0.009171756,0.010008463,0.008285666,0.975376197,0,0.987878788,0.975376197,0.024623803,0,0.987878788,0,458.51,458.51,8.785,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8268443,1.11304,0.001301052,433.57,50.18,214.1,6,1097.55,1200.0783,142.84495,506.31,213.15,0.08147,1.9515,2,1.242839967,0,gravelly loam,79.01985677,0.361712727,0.723425453,0,0,34.93588464,1.089528384,0.00118496,738.9588699,42.52166257,216.6303879,6,4.020682375,1229.77704,142.1364513,940.05,0.108774891,2.363,35.33298554,1.232809851,0.202237231,0.111961705,199.1677505,0,gravelly loam,78.17845949,0.158311756,0,0,0,0,0,12.637,0.000671136,0.000146869,PCT_SGEOL_45.x,PCT_SGEOL_45.y,100.3189368,0.025238751,0.005523155,62.56078586,1.971428571,0,35.05491055,22.41691501,0,1.289675735,0.064222431,0.009160878,0.00985909,0.008420472,0.894856771,0.077148437,0.878447395,0.960186448,0.022930673,0.016882879,0.965863923,0.016132803,1529.99,7690.31,9.859086657,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8268445,1.12519,0.000611524,617.28,30.06,181,8,1243,1163.535,142.9271,541.86,447.71,0.14115,10.7162,1,1.315195949,0,gravelly loam,59.26594863,0,0,0,0,35.05,1.12519,0.000611524,617.28,30.06,181,8,4,1163.535,142.9271,541.86,0.14115,10.716,31.33451323,1.315195949,0.277673832,0,201,0,gravelly loam,59.26594863,0,0,0,0,0,0,1.091,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,38.78855697,0,0,62.89146789,1.660714286,0,36.1194894,8.434625349,0,1.289204533,0,0.009140318,0.009741149,0.008499238,0.96023198,0,0.965367966,0.96023198,0.03976802,0,0.965367966,0,2141.8,2141.8,15.66650565,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8268447,1.18395,0.030348284,511.81,32.32,180.4,8,1243,1177.62,143.0684,572.68,447.71,0.23986,7,1,1.16,0,gravelly loam,61.16666667,0,0,0,0,35,1.18395,0.030348284,511.81,32.32,180.4,8,4,1177.62,143.0684,572.68,0.23986,7,30.1,1.16,0.32,0,201,0,gravelly loam,61.16666667,0,0,0,0,0,0,0.017,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,43.19704952,0,0,62.89239381,NA,0,36.11060629,8.083078605,0,1.290330052,0,0.009141,0.009755245,0.008485584,1,0,1,1,0,0,1,0,0,0,21.1621,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8268449,1.10284,0.001581615,220.38,5.65,211.6,6,1096.14,1192.62193,143.03792,213.15,198.67,0.02234,2,2,1.42635235,0,sandy loam,80.95175439,0,0,0,0,34.93787901,1.090080408,0.001197298,722.8279435,41.37473178,216.4739125,6,4.020039028,1228.621292,142.1644924,940.05,0.105190493,2.352,35.19368714,1.238830188,0.206899781,0.137308922,195.291776,0,gravelly loam,78.26472566,0.153387307,0,0,0,0,0,13.046,0.002541495,0.000221356,PCT_SGEOL_45.x,PCT_SGEOL_45.y,27.92362462,0.162110725,0.010393972,62.42358829,2,0,35.65154796,20.42912241,0,1.282122333,0.060517291,0.009155752,0.009775084,0.008498225,0.149122807,0.668859649,0.258992806,0.934957483,0.027879233,0.037163284,0.94361413,0.031023551,1779.52,9469.83,24.61778762,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8268451,1.06073,0.004661321,208.82,5.33,211.3,6,1042.61,1146.84405,144.09255,208.45,198.67,0.01975,1.7627,2,1.44,0,sandy loam,80.73728815,0,0,0,0,34.18481542,1.115981598,0.00096554,585.8381459,35.51611897,217.4474257,6.851160728,4.127038915,1156.25299,143.8573494,714.72,0.118177725,2.477,34.95013233,1.398361328,0.225143936,0.582337502,132.6231742,0,gravelly loam,64.27803263,0.63922198,0.182634851,0,0,0,0.024152232,10.948,0.00387674,0.000150608,PCT_SGEOL_45.x,PCT_SGEOL_45.y,24.30420913,0.159806825,0.008434381,62.40191638,1.333333333,0,35.69618239,20.52674445,0,1.280699182,0.041997575,0.009155115,0.009761662,0.008510973,0.13559322,0.627118644,0.215909091,0.90162645,0.054337136,0.044036413,0.800651465,0.096091205,217.55,17981.93,26.7455,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8268453,1.11432,0.001976877,196.63,2.34,207.5,7.84,919.46,1162.89497,143.75038,198.67,179.97,0.00895,34.3884,3,1.444400107,0,sandy loam,80.24723874,5.682409723,1.894136574,0,0,34.60069241,1.101554402,0.001128831,640.7473587,37.16748606,216.521238,6.449729423,4.104764341,1194.20839,142.9715279,940.05,0.102940742,3.758,34.88847358,1.317249373,0.221533633,0.368261006,162.3321596,0,gravelly loam,72.23283224,0.598907807,0.079854374,0,0,0,0.010804975,25.051,0.000585743,0.000205785,PCT_SGEOL_45.x,PCT_SGEOL_45.y,6.654518579,0.094887435,0.013099306,62.34661028,1,0,36.03145769,19.14334848,0,1.278310554,0.18356585,0.009152851,0.009728421,0.008541241,0.035683941,0.468988955,0.024390244,0.882471763,0.059154562,0.058373675,0.807757782,0.084508755,6590.28,34042.04,25.8882751,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8268455,1.07024,0.001426223,263.23,17.17,194.3,9.84,1041.65,1076.8875,146.03719,212.81,179.17,0.01435,808.7076,1,1.582052066,0,gravelly loam,65.71818182,9.806216776,6.741774034,0,0,34.47609165,1.064935088,0.000868494,471.2567782,38.0266818,187.2500808,8.107204725,4.597144412,1102.730146,145.5193261,718.1,0.088652918,268.752,33.77778318,1.672532365,0.228887444,0.091754456,189.2727835,0,gravelly loam,60.46889496,2.57765197,0,0,0,0,0,6.991,0.000379059,8.86E-05,PCT_SGEOL_45.x,PCT_SGEOL_45.y,2.727950898,0.006990386,0.001633321,62.38667012,2.117647059,0,36.72443409,12.75218498,0,1.268673877,0.980446397,0.009145003,0.009668777,0.008586994,0.384573003,0.004958678,0.044016507,0.846522245,0.152319148,0.001158607,0.589700056,0.006225241,11993.32,13896.24,6.111644978,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8268457,1.1002,0.002813662,597.82,32.32,215.9,6,1038,1148.66,143.9,674.52,322.85,0.213,3,1,1.243481208,0,gravelly loam,77.30650153,1.708691274,0,0,0,34.64,1.1002,0.002813662,597.82,32.32,215.9,6,4,1148.66,143.9,674.52,0.213,3,35.37472274,1.243481208,0.201685151,0.137915897,195.6496456,0,gravelly loam,77.30650153,1.708691274,0,0,0,0,0,0.587,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,30.65492352,0,0,62.59583612,1.033333333,0,34.61635132,24.72451836,0,1.289607206,0,0.009162958,0.009879899,0.008402825,0.998452012,0,0.997506234,0.998452012,0.001547988,0,0.997506234,0,36.16,36.16,8.638830002,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8268459,1.09577,0.001453699,395.84,37.16,214.8,6,1038,1158.60047,143.78439,322.85,208.45,0.05616,2.3282,2,1.382648914,0,gravelly loam,79.83397436,0.71234828,3.561741398,0,0.024643831,34.17028282,1.103088537,0.000826084,609.674013,36.87597581,217.9011644,6.919813193,4.137285551,1166.804308,143.5824179,714.72,0.124351733,2.456,35.0490889,1.388253471,0.221436763,0.548649904,137.563864,0,gravelly loam,64.13108698,0.493414287,0.197365715,0,0,0,0.024643831,10.129,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,109.2827342,0.015612338,0.002162805,62.51743201,1.661417323,0,35.02421643,23.20681164,0,1.285707513,0.02017243,0.009159832,0.00983176,0.008447003,0.758333334,0.167948718,0.642372882,0.924141136,0.052592633,0.023266231,0.852775542,0.039018504,2254.34,17048.1,8.811868423,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,0.789505005,NA,NA,NA,NA,NA,NA
8268461,1.08316,0.001463437,726.75,31.04,182.7,7.57,1121,1213.48,143.3,718.1,607.65,0.12739,19.9939,1,1.52479254,0,gravelly loam,58.72146119,0,0,0,0,34.64,1.08316,0.001463437,726.75,31.04,182.7,7.57,4,1213.48,143.3,718.1,0.12739,19.994,32.98725123,1.52479254,0.221779525,0,201,0,gravelly loam,58.72146119,0,0,0,0,0,0,0.592,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,16.04633401,0,0,62.66867482,2.392857143,0,36.3659161,9.733702176,0,1.282824455,0,0.009143475,0.009729018,0.008519046,0.97564688,0,1.000000001,0.97564688,0.02435312,0,1.000000001,0,0,0,8.336682954,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8268463,1.05509,0.000603048,510.73,46.05,185.4,7.58,1121,1097.78061,145.61851,607.65,212.81,0.13767,113.184,1,1.721983474,0,gravelly loam,58.88676386,0.420334938,0.420334938,0,0,34.33769913,1.061605847,0.000698448,534.6822512,44.38569442,185.1006246,7.578891202,4.257844862,1110.609334,145.3614341,718.1,0.135283719,102.868,33.72518471,1.700118986,0.231379227,0,201,0,gravelly loam,58.86843514,0.373728291,0,0,0,0,0,5.348,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,34.77895964,0,0,62.53054276,2.298947368,0,36.52417326,11.00248188,0,1.278227683,0,0.0091451,0.00971345,0.008539232,0.988827873,0,0.963459196,0.987366368,0.012633632,0,0.971153846,0,1902.92,1902.92,6.044778906,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,0.947740222,NA,NA,NA,NA,NA,NA
8268465,1.19506,0.002400305,302.51,20.65,211.9,6,1038,1007.275,147.7407,407.68,208.45,0.11644,2.8737,1,1.536197455,0,gravelly loam,63.9102402,2.81300777,0,0,0,34.27,1.19506,0.002400305,302.51,20.65,211.9,6,4,1007.275,147.7407,407.68,0.11644,2.874,34.23535043,1.536197455,0.256312099,1,72.61974548,0,gravelly loam,63.9102402,2.81300777,0,0,0,0,0,0.713,0.001739789,0.001739789,PCT_SGEOL_45.x,PCT_SGEOL_45.y,62.03364153,0.075177576,0.075177576,62.4593983,1.976744186,0,35.22514078,22.77865308,0,1.282248238,0.049196029,0.009157826,0.009796031,0.008480391,0.695322376,0.252844501,0.643145161,0.695322376,0.051833123,0.252844501,0.643145161,0.286290323,716.28,716.28,8.004399299,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8268467,1.20681,0.002104115,609.99,33.98,214.6,6,1059.11,1159.501,143.7053,714.72,331.3,0.18424,3.7725,1,1.308176472,0,gravelly loam,77.62385321,1.013097445,0,0,0,34.09,1.20681,0.002104115,609.99,33.98,214.6,6,4,1159.501,143.7053,714.72,0.18424,3.773,35.25341911,1.308176472,0.209772059,0.319871328,169.9737126,0,gravelly loam,77.62385321,1.013097445,0,0,0,0,0,0.989,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,30.74178874,0,0,62.60362487,1.040816327,0,34.41300362,25.87542786,0,1.288668808,0,0.009163694,0.009884302,0.008399695,0.979816514,0,0.9776,0.979816514,0.020183486,0,0.9776,0,777.33,777.33,7.937371599,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8268469,1.00624,0.001425794,402.21,40.43,213.2,6,1038,1169.39173,143.52714,331.3,322.85,0.02954,1.0493,2,1.543394832,0,gravelly loam,61.32017545,0,0,0,0,34.02798902,1.107288502,0.000575082,647.3831763,37.15440427,218.5794945,7.144452269,4.170813772,1169.522174,143.5247842,714.72,0.122761182,2.439,35.08195769,1.399622567,0.221202821,0.577063469,133.6810439,0,gravelly loam,60.47770816,0.368350295,0,0,0,0,0,8.141,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,25.63411886,0,0,62.52713758,1.944444444,0,34.75434995,24.78602695,0,1.28460864,0,0.009160794,0.009837125,0.008443311,0.942982456,0,0.908450704,0.947380644,0.052619357,0,0.896989967,0,219.12,14757.6,5.38701653,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8268471,1,0.03499689,421.06,37.6,174.7,8,1243,1213.48,143.3,445.15,390.47,0.24854,2,1,1.16,0,gravelly loam,60.33333332,179.2044041,0,0,0,34,1,0.03499689,421.06,37.6,174.7,8,4,1213.48,143.3,445.15,0.24854,2,30.1,1.16,0.32,0,201,0,gravelly loam,60.33333332,179.2044041,0,0,0,0,0,0.006,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,84.00050309,0,0,62.84578967,1,0,36.13992503,7.205021021,0,1.29685092,0,0.009143639,0.0097945,0.008449176,1,0,1,1,0,0,1,0,60.48,60.48,21.1621,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8268473,1.15655,0.000896942,677.85,36.26,173.2,2.98,1241.7,1234.234,142.0466,845.15,390.47,0.21457,1.5375,1,1.16,0,gravelly loam,59.11534069,0.846577997,0.423288998,0,0,34.12,1.15655,0.000896942,677.85,36.26,173.2,2.98,3.16,1234.234,142.0466,845.15,0.21457,1.538,30.1,1.16,0.32,0,201,0,gravelly loam,59.11534069,0.846577997,0,0,0,0,0,2.362,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,43.52166031,0,0,62.97652693,1.91025641,0,36.00364884,6.81708613,0,1.299043543,0,0.009141334,0.009792205,0.008446671,0.945565284,0,0.90964778,0.945565284,0.054434716,0,0.90964778,0,5000.31,5000.31,21.1621,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
