"","CATCHID","SINUOSITY.x","STRM_DENS.x","ELEVCM_MEA.x","SLP_PERC.x","MEAN_RCHRG.x","MEAN_IEOF.x","RF30_MEAN.x","NHDAREAWTMAP.x","NHDAREAWTMAT.x","NHDMAXELEVSMO.x","NHDMINELEVSMO.x","NHDSLOPE.x","L_POPDENS","SO.x","OrgMatter_WA.x","CaCO3_WA.x","SurfText_Maj.x","NLCD_CN.x","DENS_RD_XING.x","DENS_FishBarrier.x","DENS_L_TRI.x","StorageRatio.x","BFI_MEAN.y","SINUOSITY.y","STRM_DENS.y","ELEVCM_MEA.y","SLP_PERC.y","MEAN_RCHRG.y","MEAN_IEOF.y","SATOF_MEAN.y","NHDAREAWTMAP.y","NHDAREAWTMAT.y","NHDMAXELEVSMO.y","NHDSLOPE.y","N_POPDENSC","Silt_WA.y","OrgMatter_WA.y","KfactWS_WA.y","EC_WA.y","Dep2WatTbl_WA.y","CaCO3_WA.y","SurfText_Maj.y","NLCD_CN.y","DENS_RD_XING.y","DENS_DamCount.y","DENS_L_TRI.y","DENS_L_NPDES.y","DENS_L_CERC.y","StorageRatio.y","NHDCUMDRAINAG.x","PCT_ADRAIN.x","PCT_ADRAIN.y","Dom_SGEOL.x","Dom_SGEOL.y","sedrisk.x","PCT_IRRIG.x","PCT_IRRIG.y","basf_PC.x","frccMN.x","is_PC.x","prcp_PC.x","runo_PC.x","snwe_PC.x","fireMN.x","TotalUse","tave_PC.x","tmax_PC.x","tmin_PC.x","Pct2006NatLC.x","Pct2006AgrLC.x","ARAPct2006NatLC.x","Pct2006NatLC.y","Pct2006UrbLC.y","Pct2006AgrLC.y","ARAPct2006NatLC.y","ARAPct2006AgrLC.y","L_ROADDENS","N_ROADDENS","Ksat_WA","WQRegion","PSARegion","LgFldFlow_p.x","SmFldDur_p.x","SmFldDate_p.x","SmFldFreq.x","HiFall_p.x","CRAM_Overall_Score.x","CSCI.x","N_SUMMER","pH_SUMMER.x","SpecCond_SUMMER.x","TEMP_SUMMER.x","TURB_SUMMER.x","PHAB.MMI.Score"
"1386",8272481,1.16536,0.001130429,34.03,5.95,180.7,3.72,951.66,969.07097,151.04328,22.36,20.72,0.00168,108.9404,2,1.99,3,"silty clay loam",75.04621849,0,0,0,0,36.72841791,1.167588935,0.000569941,69.48237095,7.531356144,205.193814,8.335720283,4.875959802,977.0446649,151.2626305,125.96,0.012046361,344.774,34.13497893,1.933083784,0.317569699,0.883912962,111.1762617,1.871327882,"silty clay loam",69.09063479,0.926759142,0.137297651,0,0.034324413,0,0.207595295,29.146,0.000546855,0.003247091,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",33.06667817,0.449031379,0.178061733,59.26241485,1.147058824,0.27778868,43.97604771,23.25486414,0,1.011755723,0.055313401,0.009184905,0.01083128,0.007440243,0.12605042,0.81512605,0.202020202,0.49624364,0.391029206,0.112727155,0.431212324,0.13248493,1187.18,128220.95,6.929,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1387",8272483,1.16841,0.001258819,29.76,2.08,180.5,6.79,953.89,950.68508,149.01858,28.1,20.72,0.00254,391.9734,2,1.99,3,"silty clay loam",69.43228962,0.434473198,0.868946395,0,0,34.57511382,1.183939485,0.00064931,103.2711791,13.56422321,190.2006513,6.234248281,3.29317565,953.5199659,149.0700984,193.56,0.016333197,95.41,32.12378266,1.78742696,0.246205364,1.043729711,138.0292161,1.311891331,"very gravelly loam",75.51101479,1.42379539,0.076961913,0.038480956,0,0,0.248606315,25.981,0.000972438,0.002992256,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",3.515879825,0.35125885,0.15695519,59.69506383,1.2,0.333545146,43.88616947,22.68320074,0,0.987955931,1.067945385,0.009183717,0.010826531,0.007442447,0.256751467,0.23444227,0.202107279,0.609228959,0.28405195,0.106719091,0.402123424,0.160749834,10930.82,79141.85,6.929,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1388",8272485,1.0134,0.001149336,26.92,4.02,176.8,6,947,960.34858,150.08438,20.72,20.08,0.00474,132.0305,3,1.99,3,"silty clay loam",75.01515152,0,0,0,0,35.71168254,1.175175603,0.000608538,85.28508496,10.36176021,198.0788579,7.342047911,4.125118914,965.9416553,150.2286373,193.56,0.01416847,227.047,33.19182075,1.864686271,0.284111806,0.95956526,123.6908962,1.61060633,"very gravelly loam",72.12385099,1.158564737,0.108615444,0.018102574,0.018102574,0,0.223826267,55.245,0.001352627,0.00312309,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",19.81103096,0.46799694,0.168762946,59.20718249,NA,0.297223128,44.04000927,23.31712236,0,1.015310309,0.007815662,0.009179205,0.010797732,0.00746368,0.098484849,0.787878788,0.2,0.548530486,0.340100872,0.11136864,0.417813311,0.146323421,8.78,207371.58,6.929,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1389",8272487,1.25663,0.00070579,532.82,31.35,159.9,2.28,1290.83,1255.731,138.4623,553.51,372.31,0.06688,10.3093,1,1.933107256,0,"clay loam",78.55714287,0.260435365,0.52087073,0,0,30.48,1.25663,0.00070579,532.82,31.35,159.9,2.28,2.79,1255.731,138.4623,553.51,0.06688,10.309,32.8592123,1.933107256,0.298760466,0.293802329,201,0,"clay loam",78.55714287,0.260435365,0,0,0,0,0,3.838,9.4e-06,9.4e-06,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",23.0478008,0.00023421,0.00023421,55.97888933,1.849350649,2.223645428,43.5854803,28.13317586,0,1.03173719,0.000125051,0.009040659,0.009322996,0.008735026,0.993208431,0,0.990846682,0.99320843,0.006791569,0,0.990846682,0,2859.58,2859.58,12.4367157,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1390",8272489,1.20404,0.000655793,384.32,27.29,171.4,2.08,1181.35,1155.251,142.13,426.02,186.37,0.04945,10.0216,1,1.58,0,"clay loam",78.73164186,1.625216229,0.135434686,0,0,30.29,1.20404,0.000655793,384.32,27.29,171.4,2.08,2.47,1155.251,142.13,426.02,0.04945,10.022,35.7,1.58,0.32,0.4,201,0,"clay loam",78.73164186,1.625216229,0,0,0,0,0,7.39,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",21.05948815,0.067536104,0.067536104,58.70330832,1.721691678,1.775804683,43.42328809,24.75957534,0,0.982296051,0.073155732,0.009098984,0.009911042,0.008233403,0.95974628,0,0.829900332,0.95974628,0.04025372,0,0.829900332,0,9508.73,9508.73,8.9139,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1391",8272491,1.24871,0.001177999,250.08,33.06,183.6,3,1117.1,1164.50325,141.13789,186.37,145.08,0.00738,29.1044,2,1.644000347,0,"clay loam",79.49895774,0.421147232,0,0,0,30.01593529,1.160650097,0.00074648,398.4879993,28.504584,158.8659462,2.653696583,2.752315877,1192.326172,139.821503,572.74,0.042831337,15.093,35.32857621,1.636816191,0.317912641,0.387261032,201,0,"clay loam",79.035135,0.765103572,0,0,0,0,0,48.365,0,6.54e-05,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",30.39747868,0,0.02892224,60.05509092,1.63256785,2.1249684,43.38472391,22.59438259,0,0.951542444,0,0.009138574,0.010330756,0.007871502,0.97290127,0,0.937958638,0.964146062,0.035853983,0,0.905053167,0,3463.33,69807.15,8.669817637,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1392",8272493,1.06984,0.001663258,505.89,28.45,160.7,2.22,1242,1250.047,138.7003,547.12,300.14,0.11308,8.7759,1,1.58,0,"clay loam",78.39339752,2.285803036,0,0,0,30.08,1.06984,0.001663258,505.89,28.45,160.7,2.22,3,1250.047,138.7003,547.12,0.11308,8.776,35.7,1.58,0.32,0.4,201,0,"clay loam",78.39339752,2.285803036,0,0,0,0,0,1.313,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",30.57460725,0.097299473,0.097299473,56.92552341,1.732824427,1.32670148,43.55382906,26.94652387,0,1.013489879,0.017757185,0.009062583,0.009559746,0.008529795,0.975928472,0,0.971900826,0.975928472,0.024071527,0,0.971900826,0,1811.09,1811.09,8.9139,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1393",8272495,1.02148,0.000311685,461.29,23.38,161.3,2.08,1242,1244.34734,138.22391,300.14,280.68,0.03518,10.2927,2,1.58,0,"clay loam",79.27032521,0,0.564094008,0,0,29.98361026,1.133796182,0.000734964,514.6160434,30.64705146,155.7644756,2.390697341,2.834582848,1251.563374,137.8231006,572.74,0.071658219,8.569,34.39118552,1.742684417,0.310214471,0.351072356,201,0,"clay loam",78.86410298,0.877857976,0,0,0,0,0,13.673,0,0.00023128,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",30.14135507,0.276472909,0.049984572,57.35029974,1.367231638,2.156197161,43.55150706,26.33627462,0,1.004082256,0.068152576,0.009074423,0.00969294,0.008413356,0.949186992,0,0.81294964,0.95368036,0.046319641,0,0.9081534,0,5856.36,31707.04,8.9139,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1394",8272497,1.05815,0.000960183,360.09,19.26,172.4,3,1074.79,1048.13,146.7,340.5,221.87,0.06528,28.4632,1,1.58,0,"clay loam",78.58124112,0.527843193,0,0,0,31.35,1.05815,0.000960183,360.09,19.26,172.4,3,2.01,1048.13,146.7,340.5,0.06528,28.463,35.7,1.58,0.32,0.4,201,0,"clay loam",78.58124112,0.527843193,0,0,0,0,0,1.893,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",13.64471286,0,0,59.95635609,1.735449735,1.787157556,43.48906008,22.20663533,0,0.944686407,0,0.009143064,0.010486632,0.007716225,0.970630033,0,0.953795379,0.970630033,0.029369967,0,0.953795379,0,1552,1552,8.9139,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1395",8272499,1.04282,0.000668464,451.54,31.14,153.4,3,1265.35,1254.28529,137.66649,372.31,300.14,0.04267,9.1814,2,1.58,0,"clay loam",78.77670941,0.791158563,1.582317125,0,0,29.96891306,1.161389666,0.000690751,524.62947,32.13661754,154.2253524,2.463901215,2.786366238,1252.959993,137.6471993,572.74,0.062046197,8.254,34.0096858,1.790104476,0.307362137,0.336810684,201,0,"clay loam",78.85443263,0.850305273,0,0,0,0,0,10.586,0,0.000298695,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",20.15630006,0.001956594,0.006183785,56.134049,1.76984127,2.209729473,43.74762067,27.33853863,0,1.016958716,0.000687778,0.009066863,0.009666375,0.008425885,0.928062678,0,0.782520325,0.951674218,0.048325783,0,0.897414159,0,8214.4,24039.59,8.9139,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1396",8272501,1.02335,0.005380173,316.02,20.23,156,3,1242,1145.31831,141.20061,294.69,280.68,0.0467,14,1,1.58,0,"clay loam",79.3064516,0,0,0,0,29.58557982,1.015884354,0.00046195,387.2814335,27.40700401,152.1383574,3,3,1144.861214,141.1414515,299.48,0.042629864,15.986,35.7,1.58,0.32,0.4,201,0,"clay loam",79.04911648,0,0,0,0,0,0,0.947,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",10.2386914,0.089854179,0.022319696,56.85544845,1.8,2.441266485,43.73790898,26.34131488,0,1.001419449,0.000687778,0.009083194,0.00987261,0.008241529,1,0,1,1.000000001,0,0,1.000000001,0,0,0,8.9139,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1397",8272503,1.15788,0.000685718,541.72,34.8,148.5,2.98,1352.67,1254.00887,136.81275,455.37,372.31,0.055,5.0662,1,1.58,0,"clay loam",79.09713115,2.728943151,0,0,0,29.67672777,1.141648932,0.000690419,560.9881615,33.45036723,149.552905,2.309969544,2.654984772,1249.642248,136.8934169,572.74,0.068798816,5.827,34.04395161,1.785845268,0.30761833,0.338091649,201,0,"clay loam",79.17173469,1.422889563,0,0,0,0,0,4.218,0,0.000741188,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",26.88327871,0,0.014135556,55.08046759,1.810185185,1.752676407,43.84972752,28.37932881,0,1.032512256,0,0.009055424,0.009537143,0.008538994,0.934426229,0,0.829906541,0.928008857,0.071991143,0,0.872104733,0,6763.48,12965.61,8.9139,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1398",8272505,1.12418,0.00069554,581.98,31.98,150.7,1.58,1344.26,1244.885,136.9813,572.74,455.37,0.08365,6.6577,1,2.010104889,0,"clay loam",79.25301205,0,0,0,0,30,1.12418,0.00069554,581.98,31.98,150.7,1.58,2.29,1244.885,136.9813,572.74,0.08365,6.658,32.23975766,2.010104889,0.294129029,0.270645146,201,0,"clay loam",79.25301205,0,0,0,0,0,0,2.017,0.00154868,0.00154868,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",27.8605671,0.029535641,0.029535641,54.68864701,1.870056497,1.815947503,43.80581735,28.93864132,0,1.046903541,0.008288466,0.009039868,0.009386594,0.00866614,0.921017403,0,0.92139738,0.921017403,0.078982597,0,0.92139738,0,6202.13,6202.13,13.20489155,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1400",8272509,1.04432,0.000632669,596.56,31.52,147.7,1,1415,1190.984,138.6874,568.72,495.91,0.0549,2.8217,1,2.700834177,0,"gravelly loam",59.63409384,0.477778293,0,0,0,30,1.04432,0.000632669,596.56,31.52,147.7,1,2,1190.984,138.6874,568.72,0.0549,2.822,26.68276263,2.700834177,0.252581403,0.062907014,201,0,"gravelly loam",59.63409384,0.477778293,0,0,0,0,0,2.095,0.00076885,0.00076885,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",18.7511478,0.010432676,0.010432676,53.99652764,1.826086957,1.034089208,43.95619658,29.06243647,0,1.058261092,0.003036341,0.009044639,0.009554488,0.008498637,0.998708566,0,1,0.998708566,0.001291433,0,1,0,673.86,673.86,20.09603279,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1401",8272511,1.2771,0.001026171,345.1,27.34,159.3,2.62,1225.02,1225.17372,138.9852,280.68,224.78,0.02107,9.3484,2,1.58,0,"clay loam",78.89637125,0.38643875,0.38643875,0,0,29.96416937,1.158764678,0.00076374,482.1106731,29.97130913,156.096695,2.458721098,2.868567615,1241.721548,138.1805247,572.74,0.060473492,9.094,34.66007997,1.709261087,0.312224897,0.361124485,201,0,"clay loam",78.87913899,0.755628302,0,0,0,0,0,17.206,0,0.000183764,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",21.85506967,0.075065263,0.052234452,57.51833024,1.813278008,2.215070453,43.6496704,25.68480924,0,0.9926234,0.027010929,0.009090192,0.00992678,0.008198681,0.966154919,0,0.928121059,0.958105951,0.041894049,0,0.914988814,0,4355.21,36062.25,8.9139,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA
"1402",8272513,1.09115,0.000564399,36.86,8.02,177,5.03,949.58,953.40321,149.76997,20.08,17.06,0.00236,115.8057,3,1.99,3,"silty clay loam",72.95550259,0,0,0,0,35.55782069,1.164070877,0.000623778,78.39839458,9.347650507,194.8732759,7.123236048,3.858276131,958.925056,149.9603675,193.56,0.012465389,229.285,33.50925757,1.881920285,0.295923746,0.97887882,114.5191013,1.801685389,"silty clay loam",72.00652131,1.061682805,0.124903859,0.046838947,0.015612982,0,0.354449804,64.053,0.003879583,0.003173229,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",38.09664709,0.374253431,0.188419926,59.08071179,1.296052632,0.307187477,44.10697465,23.48898169,0,1.023433895,0.117707787,0.009175223,0.010769734,0.007484913,0.332936034,0.604688121,0.219451372,0.515500965,0.354087834,0.130411201,0.370997576,0.162929141,3294.91,230500.51,6.929,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1403",8272515,1.10869,0.000772867,34.64,1.25,174,6,954.29,901.6322,147.7627,38.84,20.08,0.0037,287.3617,1,1.99,3,"silty clay loam",70.68886448,0.610933833,0.305466916,0.305466916,1.756521714,34.29,1.10869,0.000772867,34.64,1.25,174,6,2,901.6322,147.7627,38.84,0.0037,287.362,35.5,1.99,0.37,1.1,57,3,"silty clay loam",70.68886448,0.610933833,0.305466916,0.305466916,0,0,1.756521714,6.547,0.003352316,0.003352316,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",1.499804507,0.290090017,0.290090017,59.7342006,2,0.459447296,43.99339587,22.36729111,0,0.975157802,0.671492647,0.009166883,0.010779664,0.007456627,0.299876425,0.127282713,0.201891811,0.299876425,0.572840862,0.127282713,0.201891811,0.167898315,19834.02,19834.02,6.929,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA
"1404",8272517,1.09887,0.000534908,219.91,20.07,163.8,3,975.76,1000.789,147.0165,361.49,92.42,0.0918,55.651,1,1.600488974,0,"clay loam",79.25639763,0.912165226,1.277031316,0,0,31.02,1.09887,0.000534908,219.91,20.07,163.8,3,3.22,1000.789,147.0165,361.49,0.0918,55.651,33.15936728,1.600488974,0.25033749,0.645867682,201,0,"clay loam",79.25639763,0.912165226,0,0,0,0,0,5.48,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",8.933026224,0.011484343,0.011484343,60.17559438,1.781312127,0.65280474,43.61545929,20.98210889,0,0.925410245,0.03275971,0.009153142,0.010788712,0.007418401,0.827591864,0,0.742474916,0.827591864,0.172408136,0,0.742474916,0,12336.93,12336.93,8.055289075,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1405",8272519,1.29343,0.001113799,258.41,23.04,172.3,3,1044.38,994.742,147.4388,375.73,92.42,0.07723,31.3433,1,1.591046917,0,"clay loam",78.92759561,1.214246965,1.214246965,0,0,31.25,1.29343,0.001113799,258.41,23.04,172.3,3,3,994.742,147.4388,375.73,0.07723,31.343,34.33018234,1.591046917,0.282440484,0.532562999,201,0,"clay loam",78.92759561,1.214246965,0,0,0,0,0,3.293,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",12.5505936,0,0,61.22176671,1.914893617,1.084093469,43.38810265,20.21179937,0,0.918691379,0.002030688,0.009174695,0.010787452,0.007463795,0.845628415,0,0.809392265,0.845628415,0.154371585,0,0.809392265,0,8956.09,8956.09,8.450967913,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1406",8272521,1.04978,0.000347439,295.72,26.43,159.6,2.86,1117.27,1179.81473,140.22194,205.69,186.37,0.01212,30.1686,2,1.58,0,"clay loam",79.05252842,0.436258395,0.436258395,0,0,29.73144946,1.133262528,0.000708396,420.8302632,28.15497299,153.0689496,2.725228877,2.908476479,1203.529964,139.1784304,572.74,0.049308922,14.292,35.2314239,1.647454496,0.316668788,0.380815543,201,0,"clay loam",79.03618998,0.634887338,0,0,0,0,0,36.227,0,8.73e-05,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",22.07348743,0.000294245,0.02484348,58.30304284,1.737991266,2.09801339,43.65077404,24.3990956,0,0.973303201,0.000187576,0.009109757,0.010188492,0.007962501,0.975891807,0,0.817551963,0.963895041,0.036104959,0,0.913419914,0,2585.74,56835.09,8.9139,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1408",8272525,1.30343,0.000342796,331.67,21.71,150.4,3,1263.09,1205.63198,139.30236,224.78,205.69,0.01524,16.3869,2,1.58,0,"clay loam",78.79363906,0,1.095946079,0,0,29.81468794,1.15425855,0.000740877,454.0448733,28.76587371,153.768804,2.638357428,2.912186591,1226.876776,138.5139198,572.74,0.054799434,10.056,35.02535397,1.671199118,0.315093132,0.37345049,201,0,"clay loam",78.87008881,0.699030006,0,0,0,0,0,25.749,0,0.000122778,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",14.70026661,0,0.034899202,56.66651081,1.709039548,2.156771997,43.96147073,25.7529953,0,0.98480314,0,0.009099769,0.010201638,0.007928147,0.983974359,0,0.885154061,0.964114003,0.035885998,0,0.918403081,0,1927.93,45176.22,8.9139,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1410",8272529,1.3019,0.001322635,140.75,22.75,164.1,3,995.32,1115.38434,143.66808,104.6,56.89,0.019,81.2376,3,1.629473984,0,"very gravelly loam",72.93675701,0.526724722,0,0,0,31.3105983,1.183851284,0.000715259,348.7523164,27.29591938,176.0987079,2.771334648,2.847838028,1143.748257,142.4182816,572.74,0.038933037,15.062,33.4140688,1.804984222,0.2913275,0.458664238,201,0,"clay loam",73.61097564,0.575849445,0,0,0,0,0,93.779,0,3.37e-05,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",4.064525383,0,0.023253712,60.94177458,1.8,1.573048082,43.54729595,20.02036286,0,0.905332325,0.002180054,0.009172499,0.010915239,0.007324734,0.908701853,0,0.958393114,0.959508927,0.040375922,0.000115161,0.904377166,0,4534.65,131863.81,6.840643216,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1411",8272531,1.04012,0.000440807,161.78,20.26,158.7,3,967.49,985.34569,147.23613,92.42,56.89,0.03965,75.9526,2,1.63,0,"very gravelly loam",73.82139699,0.982762909,0.982762909,0,0,31.08631998,1.187062939,0.000693592,220.6988844,21.01077588,165.4300412,3,3.265909638,996.0392418,147.1865263,375.73,0.078435202,52.061,32.82727465,1.60316714,0.241231724,0.678005679,201,0,"clay loam",78.13309116,1.017504342,0,0,0,0,0,10.805,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",4.290420244,0,0.005822992,60.11467146,1.8625,0.690424342,43.77280698,20.17339803,0,0.90845176,0.028173568,0.009152287,0.010999962,0.007194233,0.664014147,0,0.293617022,0.802295121,0.197704879,0,0.727682597,0,4778.45,26071.47,6.8186,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1413",8272535,1.10173,0.000957301,446.65,29.79,148.1,3,1349.32,1190.55,139.0977,456.39,224.78,0.04945,8.7109,1,1.605436936,0,"clay loam",78.89527833,1.021257036,0.612754222,0,0,29.36,1.10173,0.000957301,446.65,29.79,148.1,3,3,1190.55,139.0977,456.39,0.04945,8.711,35.80598723,1.605436936,0.321514103,0.396971793,201,0,"clay loam",78.89527833,1.021257036,0,0,0,0,0,4.891,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",19.02155473,0,0,55.76644185,1.799586777,1.70850656,43.96024752,27.08290207,0,1.007075534,0,0.009083258,0.009932786,0.00817812,0.970420725,0,0.937640871,0.970420724,0.029579276,0,0.937640871,0,7186.04,7186.04,8.845353514,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1414",8272537,1.49342,0.00147163,513.81,45.46,145.7,1.66,1415,1215.2794,137.83348,495.91,321.46,0.11484,6.592,1,1.640636024,0,"clay loam",78.52268759,0,0,0,0,29.86799056,1.284103093,0.000909546,569.2505462,36.12052913,147.0399528,1.217815583,2.108907792,1199.002056,138.4055862,568.72,0.086903114,4.066,29.70903296,2.350943755,0.275698773,0.171282168,201,0,"gravelly loam",65.86777575,0.320100175,0,0,0,0,0,3.127,0,0.000515112,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",47.64008711,0,0.006989647,54.0251381,1.951456311,0.864234091,44.00775868,29.07573715,0,1.045388962,0,0.009053813,0.009554433,0.008517503,0.999999999,0,0.999999999,0.99913477,0.00086523,0,1,0,0,673.86,8.854292344,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1416",8272541,1.18988,0.001150287,28.61,4.78,172.2,6,947.17,953.06784,149.73828,17.06,17.06,0,225.2404,3,1.99,3,"silty clay loam",73.0798696,0.90535488,0,0,0,35.54700785,1.164866063,0.000632704,77.55434197,9.270216049,194.4889004,7.104194054,3.82677315,958.8257598,149.9566025,193.56,0.012081327,229.217,33.54300623,1.883752538,0.297179546,0.980932163,113.5439916,1.822000175,"silty clay loam",72.02471757,1.059032609,0.122786389,0.046044896,0.015348299,0,0.349165321,65.157,0.005180305,0.003207255,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",18.95396005,0.306540849,0.190422406,59.23200997,1.148148148,0.309670385,44.21849949,23.26550116,0,1.016269758,0.147715726,0.00915897,0.010677406,0.007548036,0.325183374,0.593317033,0.289634146,0.51227455,0.3494667,0.138258751,0.369483814,0.172660238,1796.6,232297.11,6.929,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1417",8272543,1.19829,0.001288632,30.49,6.1,170.5,6,947,936.4434,147.7844,17.06,17.06,0,92.971,3,1.99,3,"silty clay loam",73.84363637,1.007494967,1.007494967,0,0,35.54732431,1.165132417,0.000633924,77.66729585,9.298090233,194.5013313,7.106095076,3.829918192,958.5819781,149.9271615,193.56,0.01207869,227.204,33.53963699,1.883569619,0.297054176,0.980727171,113.6413399,1.819972086,"silty clay loam",72.03455632,1.06085588,0.122997783,0.046124169,0.015374723,0,26.03984243,0.993,0.003837095,0.00318336,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",29.66786833,0.437164357,0.192215853,59.05298797,1.513513514,0.309300612,44.2765818,23.58406328,0,1.031424085,0.094278715,0.009158489,0.010651552,0.007574341,0.226363636,0.699090909,0.245575222,0.511088631,0.34982192,0.139089451,0.367804413,0.176185648,1605.12,232105.63,6.929,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1418",8272545,1.73485,0.001047854,110.4,22.45,163,3,850.94,1098.92134,144.09716,56.89,49.05,0.00402,43.0276,3,1.684614902,0.455124185,"very gravelly loam",73.5273343,1.077381957,0,0,0,31.28798339,1.198178639,0.000718859,331.5896581,26.57305427,174.7867,2.798547034,2.893476474,1127.964376,142.9318491,572.74,0.041914361,19.306,33.30208403,1.782387379,0.284356825,0.490647221,200.6190044,0.007937408,"clay loam",74.06880648,0.629452984,0,0,0,0,0,106.442,9.72e-06,2.99e-05,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",4.872717391,0.008477784,0.021225664,60.44900809,1.775147929,1.284039097,43.71942467,20.41830757,0,0.897968442,0.016729289,0.009162627,0.010927405,0.007291784,0.7808418,0,0.52964427,0.940425504,0.059473039,0.000101456,0.878979806,0,4020.02,161955.3,6.83534857,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
